ts_code,name,industry,symbol,area,list_date,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy,update_flag,size_class
000009.SZ,中国宝安,电气设备,9,深圳,19910625,20160429.0,20151231,0.5,0.5,3.0748,3.0559,0.3005,0.1633,1.2503,787595249.85,-37100724.89,1627324243.27,1.5208,0.767,0.7197,5.4957,0.4317,2.5059,0.2981,127286786.62,1439141414.41,1660000657.2,-600665227.7543,1424055393.7157,3429295477.45,285639686.61,7845415363.0,4002658233.98,3386877615.1,4292424071.82,5262416023.8,14398998041.71,2250697212.9,0.4714,2.7848,0.0079,1.4137,1.0782,0.9039,-0.3773,0.8944,19.061,33.4472,66.5528,26.6969,18.944,10.8195,10.6685,5.045,2.4793,97.3999,22.4664,29.3978,19.4651,19.7,-0.9623,8.7647,5.648,8.7615,19.4651,8.7647,63.8202,2.764,4.2587,69.1979,30.8021,18.6976,54.4858,30.7913,71.2958,28.7042,0.0015,1.764,0.3835,0.5651,0.293,0.4317,0.8462,0.0011,752.1356,5.648,4.5707,2990916194.5,24.2354,11.1596,96.7552,1.5873,0.2063,0.5065,22.6936,150.0,150.0,-97.4944,101.1068,101.6069,147.4226,63.0586,-97.3482,82.9052,27.8957,23.0107,35.2737,13.5435,12.8465,5.1152,-92.8186,35.2737,1,large
000009.SZ,中国宝安,电气设备,9,深圳,19910625,20170427.0,20161231,0.11,0.11,3.0007,2.9831,0.1521,0.121,0.7977,247872672.59,-14488805.41,1966059779.72,1.4137,0.6328,0.5263,5.2849,0.4843,2.4612,0.3246,70437547.77,909792992.96,1204220001.97,-4128382561.7536,-2787670557.7136,2882860935.79,1433696097.65,9171630959.6,7203700748.88,2765226279.19,4126496622.96,9249342490.28,17306368807.76,1974606717.06,0.1086,2.0809,-0.0057,0.9187,-0.8364,0.4233,-1.9208,-1.297,6.5424,30.6634,69.3366,26.8931,6.5041,9.5016,11.5488,5.6851,1.4962,98.9079,6.9948,14.1064,5.2409,5.2,-0.3254,4.5791,2.1113,4.444,5.2409,4.5791,62.3791,2.6581,4.4616,65.2092,34.7908,12.7884,52.9957,25.8441,73.9435,26.0565,-0.0012,1.6581,0.3316,0.4877,0.205,0.3015,0.3839,-0.0009,635.0477,2.1113,1.1746,3528140762.04,8.3995,10.0785,103.4732,0.5109,-0.8439,0.2581,-1.6952,-68.5714,-68.5714,-172.1519,-58.9813,-54.3392,-68.9027,-436.63,-196.6254,-69.1741,-25.2765,19.3718,0.8804,31.7462,31.7839,28.1768,-75.793,0.8804,1,large
000009.SZ,中国宝安,电气设备,9,深圳,19910625,20180428.0,20171231,0.06,0.06,3.2897,3.2677,0.3658,0.121,0.8397,215421711.84,-82217874.61,2367983315.29,1.6416,0.8266,0.7524,4.0205,0.4376,2.1096,0.2902,-74009273.11,795141732.07,1228477961.82,-111287337.8471,1501516607.9029,4396408348.64,1522695854.74,11244455278.78,7307184180.08,2824524956.18,7119408757.65,9881202655.78,21190360706.75,2064823654.87,0.062,2.3261,0.1819,0.9607,0.8774,0.3699,-0.0518,0.6986,4.6024,33.7151,66.2849,30.4036,4.5716,10.7615,13.0275,6.4112,3.2315,101.0467,5.0528,11.2454,2.8125,2.88,-1.736,3.2633,1.3266,3.5189,2.8125,3.2633,63.3121,2.7257,5.1448,67.1901,32.8099,10.419,53.064,23.5935,64.6455,35.3545,0.0352,1.7257,0.2913,0.4446,0.1646,0.2512,0.3865,0.0228,740.3003,1.3266,0.5467,4552580880.04,5.3668,13.2072,110.6205,-0.9798,-2.1141,-0.1762,15.9448,-45.4545,-45.4545,3291.2281,-20.8994,-29.9513,-42.925,-467.46,3314.2599,-48.9398,11.7834,25.3737,11.7798,9.6332,9.5413,-3.2537,-131.5498,11.7798,1,large
000009.SZ,中国宝安,电气设备,9,深圳,19910625,20190430.0,20181231,0.1,0.1,5.4752,5.4508,0.3841,0.121,0.9191,-13519808.24,227300392.87,4334380694.65,1.5661,0.8225,0.7514,4.7627,0.6137,2.9796,0.4132,1019386722.39,1474389628.02,1974952903.09,1660723866.5963,1265570114.2663,7278656161.16,1266012563.37,10854585355.45,6143745364.06,2945813216.59,7277896255.52,8145521729.13,21305132381.87,2235617340.08,0.0995,2.4522,1.2668,1.0401,0.3917,0.686,0.7727,0.5888,5.6768,36.9968,63.0032,22.5043,5.6515,9.2387,9.3873,3.7779,2.5894,91.3377,9.114,12.5287,4.1632,4.18,4.4264,5.177,2.3352,4.4594,4.1632,5.177,64.9896,2.8563,5.5461,67.4544,32.5456,9.8688,50.9482,24.7386,66.2764,33.7236,0.2118,1.8563,0.2717,0.4856,0.1519,0.2714,0.4795,0.1404,529.2164,2.3352,0.7506,5622074803.15,8.794,8.0926,87.7456,2.2236,2.675,1.383,13.1567,66.6667,66.6667,596.4266,200.2019,172.7157,60.4913,376.46,596.5444,52.2382,5.4211,10.1084,5.4212,66.432,66.8047,135.598,9654.7753,5.4212,1,large
000009.SZ,中国宝安,电气设备,9,深圳,19910625,20200429.0,20191231,0.1168,0.1168,4.6543,4.6327,0.1647,0.1077,0.8685,353434143.02,-52297846.54,4195066991.79,1.6002,0.857,0.7501,4.9914,0.6028,2.7136,0.3997,592378166.49,1625916626.68,2177278182.32,540760183.4637,1178631209.4037,5837078774.78,1997555514.18,11667580988.71,6174656494.1,3237911248.61,7387089113.13,8365643954.46,22375171307.01,2517987619.24,0.1168,2.146,0.5187,0.9763,0.264,0.6304,0.2097,0.457,5.9576,35.1089,64.8911,23.2343,5.93,9.692,9.3792,4.0554,-1.9482,95.0653,9.5633,13.5444,5.5737,5.54,-0.968,5.4143,2.3705,4.5517,5.5737,5.4143,64.5559,2.8213,5.5582,65.1962,34.8038,10.7181,52.1452,24.7372,63.1136,36.8864,0.1087,1.8213,0.2838,0.4744,0.166,0.2775,0.5244,0.0686,506.4346,2.3705,1.0028,5923664744.11,9.6989,9.3702,105.2875,1.839,-3.9361,0.453,-1.6783,50.0,50.0,-59.0543,7.036,12.5041,40.8623,-123.01,-50.8702,34.1332,-12.4867,1.2061,5.0167,2.008,1.9903,-36.9726,-13.0693,5.0167,1,large
000009.SZ,中国宝安,电气设备,9,深圳,19910625,20210327.0,20201231,0.2566,0.2566,4.1344,4.1074,0.4779,0.12,1.089,877911612.95,-216150189.55,3613490550.19,1.832,1.0934,0.9537,5.4205,0.5219,2.3024,0.3436,148606561.86,1877138044.21,2440441850.41,553698792.7126,129395475.3726,5859629776.38,1987277431.2,10764278999.59,4024845906.06,4767287402.43,9613386927.26,8568740697.08,24009708430.35,3118084158.2,0.2566,2.6837,0.254,1.2089,0.448,0.7278,0.2147,0.0502,10.0793,34.1093,65.8907,27.6905,10.0135,11.0582,11.6695,4.7819,-2.4017,98.6064,13.1898,17.6034,10.6249,10.71,-3.4704,6.0488,3.4408,6.0734,10.6249,6.0488,58.4217,2.4051,4.9825,66.4471,33.5529,14.9648,44.833,28.8294,62.0832,37.9168,0.0567,1.4051,0.3719,0.643,0.2562,0.4429,1.1845,0.0352,522.3416,3.4408,2.1324,6112199119.43,13.3446,11.2324,103.0242,2.0484,-1.4,0.7858,-2.0416,116.6667,116.6667,-51.0314,22.5159,22.2206,119.7548,-313.31,-51.0257,75.7246,25.0559,5.4512,25.0564,-11.1698,-11.3391,14.4976,-47.1902,25.0564,1,large
000009.SZ,中国宝安,电气设备,9,深圳,19910625,20220331.0,20211231,0.4015,0.4015,6.8262,6.8057,0.5306,0.1275,1.4529,648157699.8,387441388.95,5044878603.44,1.5479,0.8905,0.7279,6.5705,0.7817,3.6956,0.5108,1156578947.34,2539448313.51,3263425755.05,-2093909193.1556,-1184038249.7956,6974758623.97,2275662939.31,12163937170.98,5581817602.57,5818311486.78,8452291398.08,10322513769.81,27822773639.45,4076306828.0,0.4015,3.1018,-0.1083,1.5804,-0.1092,0.9846,-0.8118,-0.4591,10.0216,28.7401,71.2599,19.8409,9.9915,6.5533,10.8336,2.3944,-1.0846,93.4309,12.2176,14.4235,13.88,13.9,5.1928,7.3682,5.1041,7.9858,13.88,7.3682,57.7624,2.3676,4.6193,64.4115,35.5885,15.6941,43.7194,28.7545,72.0409,27.9591,-0.0181,1.3676,0.3736,0.6577,0.2717,0.4783,1.0424,-0.013,323.5273,5.1041,3.0048,7900513198.59,12.2596,3.3348,100.2188,1.8153,0.2141,0.6745,-3.6304,53.8462,53.8462,-142.6378,52.9385,51.6832,56.4913,279.25,-142.6278,35.3965,15.5792,16.3752,15.58,65.1078,65.6944,47.34,-53.2014,15.58,1,large
000009.SZ,中国宝安,电气设备,9,深圳,19910625,20230415.0,20221231,0.4484,0.4484,12.4196,12.4064,0.5501,0.1275,1.8663,475769744.92,680810615.67,6380837528.49,1.4462,0.9421,0.8184,6.5709,1.0883,5.0045,0.7169,1542128746.29,3299387625.55,4185043828.0,-1708131132.6027,3445572897.3973,12943526870.05,2823314726.91,17683922951.07,7152307723.18,6568542604.66,10794140914.45,11510923380.97,36526468809.12,5142614699.82,0.4484,3.5413,0.1126,1.9939,0.6736,1.2792,-0.6623,1.3359,7.7128,19.9409,80.0591,13.8167,7.7046,3.4875,8.9005,1.4141,-0.5029,95.1858,8.9727,10.3,13.5003,13.49,7.9468,7.3839,5.5233,8.8204,13.5003,7.3839,63.9676,2.7753,5.2157,66.9035,33.0965,12.561,48.414,25.006,72.321,27.679,0.012,1.7753,0.2731,0.5165,0.1964,0.3714,0.9184,0.0087,211.7181,5.5233,2.5884,11738213196.09,8.9574,3.9317,98.7497,6.5526,1.1443,1.7847,5.4472,12.5,12.5,203.9705,33.6182,32.9334,11.6822,75.72,204.0117,-2.1777,14.1692,41.0542,14.1685,81.9397,82.2934,76.7098,54.4733,14.1685,0,large
000009.SZ,中国宝安,电气设备,9,深圳,19910625,20240416.0,20231231,0.2933,0.2933,11.9053,11.9017,0.595,0.1275,2.125,88867412.06,667591931.61,6384322774.51,1.841,1.1707,1.0236,5.4321,0.9607,3.2305,0.5998,1976930123.19,2664471339.56,3827339551.56,1887162028.3876,131705818.7476,10383030133.23,2921258341.08,15772581147.72,6327042646.77,6869576447.97,13219892120.4,9110314519.35,36795737316.53,5809893415.69,0.2933,3.8509,2.3114,2.2526,0.311,1.0331,0.7317,0.0511,5.4759,20.7978,79.2022,12.694,5.4743,3.1005,8.3035,1.2861,-1.1165,93.5618,7.2032,8.6772,7.9352,7.91,7.003,5.2044,3.2833,5.4442,7.9352,5.2044,58.0376,2.3831,5.3705,57.7622,42.2378,13.7117,42.8652,26.9928,54.0601,45.9399,0.3793,1.3831,0.3416,0.6297,0.2363,0.4355,1.0857,0.205,234.6701,3.2833,1.4776,14866240576.24,7.308,4.0709,96.9189,0.7882,1.0082,0.3815,32.9161,-35.5556,-35.5556,1952.7531,-23.0455,-21.7917,-34.6255,-2.02,1952.3786,-39.8733,8.7426,-4.3737,8.7279,-4.1408,-4.0677,-34.986,-53.4092,8.7279,1,large
000009.SZ,中国宝安,电气设备,9,深圳,19910625,20250416.0,20241231,0.0669,0.0669,7.8436,7.8427,0.5613,0.1343,2.1402,142959364.01,29665846.39,5517805957.89,1.8074,1.1047,0.8752,4.0747,0.6994,1.6063,0.3895,1159607550.42,1775507889.11,3129383585.21,-4137907319.3267,-1039313806.1367,9828548209.38,3666997440.46,18563445886.37,11098189593.88,6813588881.47,12914010557.57,11614171774.13,40279256915.08,5866453997.66,0.0669,3.8441,0.6445,2.2745,-0.7934,0.6884,-1.6043,-0.403,5.1035,27.2782,72.7218,18.7306,5.1028,5.509,11.6067,1.6125,-1.9964,94.268,7.011,8.7765,1.7396,1.73,0.2989,3.4186,1.9876,3.3755,1.7396,3.4186,59.6171,2.4763,5.2338,53.7575,46.2425,12.6706,46.0869,24.6149,49.8892,50.1108,0.1039,1.4763,0.3093,0.5341,0.2125,0.367,0.6139,0.0519,355.2936,1.9876,0.3324,18470236558.3,6.9648,6.0942,96.9459,-2.1209,-2.0726,0.2176,19.7239,-77.1906,-77.1906,-72.1165,-35.8746,-37.2113,-77.1798,-95.56,-72.1148,-77.1396,-0.1766,7.3349,-0.1761,-34.1169,-34.1049,-9.6411,-42.3042,-0.1761,1,large
000020.SZ,深华发A,元器件,20,深圳,19920428,20160430.0,20151231,-0.0238,-0.0238,1.7639,1.7639,0.5166,0.2733,-0.6902,25010261.69,-31741774.8,81454714.03,3.3549,3.2601,2.9251,4.4917,0.5404,3.3628,0.431,-31547562.16,47646959.95,64540069.93,577067469.7,527832200.79,166899155.25,2604411.81,674179107.41,12063643.22,258359142.26,674381865.91,131745509.13,985585669.61,-118038307.7,-0.0238,1.0998,0.6127,-0.4169,2.1559,0.1683,2.0379,1.8641,-1.3478,16.3087,83.6913,20.505,-1.3478,2.288,8.5276,9.6893,0.2695,106.3164,-1.2615,9.5398,-2.2713,-2.27,-10.7099,4.1113,-0.5808,9.2896,-2.2713,4.1113,73.0405,3.7093,3.9102,83.1763,16.8237,22.367,68.4039,31.5961,33.9438,66.0562,0.6058,2.7093,0.3691,0.4619,0.3062,0.3832,21.4163,0.2056,105.1291,-0.5808,-0.5808,141281688.16,-0.6946,3.4584,105.8116,-8.7233,-2.2923,-2.303,113.9902,-187.8229,-187.8229,45.1896,-232.7366,-132.5959,-187.563,-1466.95,45.1861,-179.1119,10.6884,-0.6581,10.6825,-28.1193,-28.1193,-8.3375,-609.5445,10.6825,1,micro
000020.SZ,深华发A,元器件,20,深圳,19920428,20170425.0,20161231,0.0193,0.0193,2.1866,2.1866,0.5177,0.2733,-0.662,347783.51,5109926.82,84431157.72,1.1275,0.9763,0.9341,4.9578,0.9449,6.4446,0.6928,8056999.52,17073756.34,29690742.58,18515599.8557,-476106891.2443,128962094.15,2604411.81,181210467.81,87877758.0,266153329.97,39555982.05,127433740.05,500909036.44,-110049929.87,0.0193,1.129,-0.066,-0.3886,-1.8676,0.0603,0.0654,-1.6814,0.8815,13.6362,86.3638,10.7709,0.8815,1.8436,8.1176,0.8096,0.5729,98.6987,1.3552,2.7575,1.7296,1.72,1.6194,1.9103,0.6106,1.4439,1.7296,1.9103,49.4528,1.9783,2.8324,55.2952,44.7048,42.0812,36.1763,63.8237,99.1673,0.8327,-0.0603,0.9783,1.0221,1.7642,0.8509,1.4688,3.0287,-0.0598,97.534,0.6106,0.6106,229201759.73,1.4024,2.173,97.5125,0.2983,0.6652,0.1533,32.2842,230.4054,230.4054,-110.772,386.7564,9224.0046,229.9193,116.0984,-110.7751,227.578,2.655,-45.2397,1.8352,23.9685,23.9685,47.4426,204.5263,1.8352,1,micro
000020.SZ,深华发A,元器件,20,深圳,19920428,20180424.0,20171231,0.0034,0.0034,3.0302,3.0302,0.5177,0.2733,-0.6585,-1105179.47,2079588.86,80133521.62,1.1265,0.9311,0.9278,5.9461,2.4592,10.3901,1.3596,4585122.67,11698019.93,24230333.52,-1906219.2957,-15532286.9357,142405077.55,64411.0,166620264.81,97807768.84,270492826.11,39079808.41,136887577.25,487293242.83,-109075520.48,0.0034,1.1325,0.0414,-0.3852,-0.0796,0.0413,-0.0067,-0.0549,0.1136,9.3391,90.6609,7.8876,0.1136,1.855,4.9861,1.0465,0.1657,99.4656,0.6198,1.3633,0.3043,0.3,0.6495,1.8535,0.1544,0.9114,0.3043,1.8535,49.0804,1.9639,1.9711,55.2756,44.7244,42.9515,34.193,65.807,99.9792,0.0208,0.0379,0.9639,1.0375,1.9246,0.8751,1.6234,2.7656,0.0379,85.3696,0.1544,0.1544,229542628.7,0.295,2.237,96.7158,0.1954,1.0577,0.095,14.8552,-82.3834,-82.3834,162.7273,-37.2384,-70.8502,-82.1462,-59.3,162.7137,-82.2004,0.31,-0.4289,0.3048,38.5796,38.5796,14.4512,295.6786,0.3048,1,micro
000020.SZ,深华发A,元器件,20,深圳,19920428,20190430.0,20181231,0.0116,0.0116,2.2498,2.2498,0.5177,0.2733,-0.6469,1759979.07,1535043.65,70355230.54,1.0928,0.8779,0.7707,4.7971,1.9063,7.124,1.0218,2746533.72,16721273.6,30149902.5,-9363560.1132,-14846411.0732,131489083.84,64411.0,161568657.88,127460327.61,274780337.42,27192827.95,154653155.56,485536658.62,-105780497.76,0.0116,1.1441,-0.0773,-0.3736,-0.189,0.0591,-0.0331,-0.0524,0.5172,11.044,88.956,9.8787,0.5172,2.2134,6.0459,1.6195,0.11,99.5689,0.6351,2.6248,1.0223,1.02,0.4762,2.6822,0.5285,2.4667,1.0223,2.6822,47.5007,1.9048,1.9342,51.8969,48.1031,44.5284,33.2763,66.7237,99.978,0.022,-0.0747,0.9048,1.1052,2.0051,0.9374,1.7007,2.1558,-0.0747,114.229,0.5285,0.5285,244492956.47,0.7208,1.3918,97.3376,0.8673,0.8953,0.456,21.8524,241.1765,241.1765,-286.715,-23.9139,81.4227,238.1559,-26.19,-286.7609,234.7166,1.0243,-2.0123,1.0275,-25.7556,-25.7556,-20.7846,254.0067,1.0275,1,micro
000020.SZ,深华发A,元器件,20,深圳,19920428,20200430.0,20191231,0.0193,0.0193,2.5482,2.5482,0.5177,0.2733,-0.6276,616952.19,4843096.96,87055313.16,1.5127,1.1928,0.8751,5.647,2.2658,7.194,1.1721,7451057.37,17757751.49,31492401.46,71743003.6392,19725784.7092,172705820.77,2396131.0,109633898.2,71538397.2,279346308.3,107333929.42,105872326.62,439061948.09,-100320448.61,0.0193,1.1634,0.263,-0.3543,0.0307,0.0627,0.2534,0.0697,0.7567,12.0649,87.9351,10.4648,0.7567,2.8936,6.1926,1.3785,-0.0534,98.9674,1.0949,2.461,1.6713,1.67,1.4824,2.8845,0.8869,2.7059,1.6713,2.8845,46.3615,1.8643,1.8844,51.5617,48.4383,45.484,24.97,75.03,73.5207,26.4793,0.3557,0.8643,1.157,3.0048,0.9811,2.548,3.9048,0.2615,100.6144,0.8869,0.8869,247182809.88,1.0742,3.6637,97.0504,0.6344,0.8687,0.3454,11.9746,66.3793,66.3793,440.2329,95.2571,68.7899,65.706,215.5,440.103,62.9595,1.6869,-0.4742,1.6854,13.266,13.266,17.3084,1902.1019,1.6854,1,micro
000020.SZ,深华发A,元器件,20,深圳,19920428,20210427.0,20201231,0.0241,0.0241,2.4429,2.4429,0.5176,0.2733,-0.6035,2726793.85,4103393.55,78513574.61,1.4922,1.1823,0.944,5.1851,2.1137,6.712,1.114,5489831.25,16487641.16,32999927.16,57713272.6859,35328807.2859,201895024.77,4108051.0,85527808.0,24559754.42,287966900.05,111438844.25,74998598.67,421776545.29,-93490261.21,0.0241,1.1875,0.2109,-0.3302,-0.0233,0.0582,0.2038,0.1248,0.9874,11.3501,88.6499,10.0942,0.9874,2.2288,6.038,1.8274,0.0246,99.2064,1.2631,2.3835,2.0521,2.05,1.2328,2.6551,1.0999,2.9674,2.0521,2.6551,46.4384,1.867,1.8657,53.8185,46.1815,45.8707,20.278,79.722,77.6668,22.3332,0.2638,0.867,1.1534,3.9315,0.9878,3.3669,11.7252,0.2048,109.6833,1.0999,1.0999,241570106.8,1.2746,0.2737,99.6672,0.5902,-0.0516,0.3147,24.117,24.8705,24.8705,-19.8099,10.5917,13.7571,25.0939,-15.27,-19.8008,22.5564,2.0715,2.217,2.0705,-4.1321,-4.1321,10.6119,108.8807,2.0705,1,micro
000020.SZ,深华发A,元器件,20,深圳,19920428,20220426.0,20211231,0.0254,0.0254,2.7038,2.7038,0.5176,0.2733,-0.578,822517.06,6379384.96,82772350.52,1.2063,0.9159,0.8767,5.9641,2.1439,7.8211,1.1891,9646176.3,18425895.4,32260352.72,-23990730.1865,-21471645.1865,224415508.47,4366719.18,87700358.61,53274315.5,294906128.22,64357610.38,117516824.88,431150997.92,-86288359.19,0.0254,1.2129,-0.0435,-0.3047,0.0097,0.0651,-0.0847,-0.0758,0.9407,10.8113,89.1887,8.9491,0.9407,1.1025,6.8285,1.0182,-0.1971,98.7401,1.442,2.4067,2.1191,2.07,1.8771,2.8618,1.1186,2.6038,2.1191,2.8618,47.9568,1.9215,1.8945,57.0298,42.9702,44.6873,20.341,79.659,98.5839,1.4161,-0.0395,0.9215,1.0852,3.9162,0.9318,3.3627,5.5356,-0.0389,102.7361,1.1186,1.1186,234821039.3,1.5609,-6.5099,100.158,-0.2649,-0.2773,-0.1371,7.2372,5.3942,5.3942,-120.6259,26.3612,35.5403,5.4422,55.47,-120.6362,3.2312,2.1389,5.1218,2.1418,10.6787,10.6787,-15.0777,-73.2835,2.1418,1,micro
000020.SZ,深华发A,元器件,20,深圳,19920428,20230425.0,20221231,0.0358,0.0358,2.3465,2.3465,0.5176,0.2733,-0.5423,5538689.34,4589077.43,69623408.22,1.7074,1.3789,1.2637,5.6081,1.8413,7.7669,1.0474,8789807.07,20176793.95,41175974.07,78689618.9478,39306828.9478,202166491.63,3888639.18,49190306.39,-25726057.66,306706106.03,143081694.46,68250831.24,402768712.47,-76160592.42,0.0358,1.2487,0.291,-0.269,0.0803,0.0713,0.2779,0.1388,1.5243,10.4786,89.5214,7.9116,1.5243,1.3887,6.1409,0.3821,-0.6119,98.6771,2.2653,3.0367,2.906,2.91,1.3168,3.1806,1.5965,3.1993,2.906,3.1806,41.9243,1.7219,1.8202,56.7214,43.2786,50.3768,12.213,87.787,79.2382,20.7618,0.4074,0.7219,1.3852,7.188,1.2016,6.2351,,0.3228,111.7133,1.5965,1.5965,216093810.92,2.3055,-3.6684,97.4902,0.4544,0.4303,0.2623,2.9666,40.9449,40.9449,768.9655,36.3332,28.1814,40.6263,-28.06,768.556,36.5982,2.9516,-7.7446,2.9488,-13.2151,-13.2151,-9.4314,1100.4298,2.9488,1,micro
000020.SZ,深华发A,元器件,20,深圳,19920428,20240423.0,20231231,0.0471,0.0471,2.5658,2.5658,0.5176,0.2733,-0.4952,-2923932.89,16266244.41,75151941.99,1.628,1.2856,1.1525,6.6081,2.1604,10.3737,1.2321,21010713.9,18934879.43,31044530.65,79192008.6743,30185229.1743,201014825.78,2609400.0,0.0,-110027701.36,323162089.94,126236126.48,16208425.12,366920717.6,-62818280.9,0.0471,1.2958,0.4063,-0.2218,0.0617,0.0669,0.2797,0.1066,1.8364,10.3438,89.6562,6.905,1.8364,1.1625,5.6757,0.0668,-0.0138,97.1081,2.5035,2.6062,3.7036,3.7,4.5153,3.211,2.2626,3.5619,3.7036,3.211,35.6894,1.555,1.6369,57.3576,42.6424,56.641,0.0,100.0,98.7185,1.2815,0.5723,0.555,1.802,,1.5871,,,0.5649,91.8567,2.2626,2.2626,199535363.46,2.5367,-6.1106,93.7917,0.245,1.6948,0.1521,100.8305,31.5642,31.5642,39.622,20.8441,20.3134,31.7399,254.46,39.6208,26.9495,3.7719,-6.2874,3.7735,9.3472,9.3472,-15.0117,-57.58,3.7735,1,micro
000020.SZ,深华发A,元器件,20,深圳,19920428,20250422.0,20241231,0.1297,0.1297,2.8842,2.8842,0.5176,0.2733,-0.3654,-234526.92,36972817.25,91566194.02,1.5871,1.3704,1.2957,6.5617,2.1578,12.1002,1.3059,40281808.47,39544888.36,54104365.42,93403887.2661,93403887.2661,270739868.57,5793805.0,0.0,-203169481.08,359447069.48,158955719.33,-44213761.75,403659007.93,-26079990.57,0.1297,1.4255,0.3854,-0.0921,0.1417,0.1397,0.3299,0.3299,4.4985,11.212,88.788,5.1149,4.4985,0.6004,4.8163,-0.3018,0.0207,95.0676,4.9224,4.8421,9.5352,9.37,9.5961,6.3235,5.8747,9.3062,9.5352,6.3235,40.6552,1.6851,1.6231,63.1726,36.8274,52.8449,0.0,100.0,97.9048,2.0952,0.4031,0.6851,1.4597,,1.2998,,,0.3947,86.5096,5.8747,5.8747,204681683.37,4.9613,-6.5408,88.7313,5.7326,6.0643,3.3597,57.6361,175.3715,175.3715,-5.144,121.0149,119.8466,175.3518,127.3,-5.1232,150.2911,10.0093,19.2181,10.0126,12.4069,12.4069,68.6608,319.8947,10.0126,1,micro
000021.SZ,深科技,元器件,21,深圳,19940202,20160331.0,20151231,0.1228,0.1228,10.4413,10.4413,0.461,0.7293,1.1318,2631046.72,178029230.79,665093921.25,1.1655,1.073,1.0541,8.0083,1.3922,8.7476,1.0677,311579063.0,152795880.74,484134990.66,-157168745.1902,-494147749.1802,1569299966.59,137184669.54,7425349843.58,-200578487.88,4842852568.47,1488486064.29,1287907576.41,12631030636.34,2738265944.06,0.1228,3.537,0.3334,1.8612,0.2355,0.1039,-0.1068,-0.3359,1.176,4.3295,95.6705,2.1098,1.176,0.2649,2.6216,-0.7766,0.0629,97.9717,1.2869,0.9946,3.5563,3.57,3.5045,1.0619,1.2556,0.7931,3.5563,1.0619,63.6919,2.7542,2.8323,73.1168,26.8832,33.7775,58.7866,41.1993,98.4977,1.5023,0.0545,1.7542,0.5699,0.7008,0.5303,0.6522,,0.0537,63.6685,1.2556,1.2556,2456242789.26,1.8061,0.3945,96.9137,0.7839,0.6178,0.2763,12.1044,3.8917,3.8917,594.6588,-23.2219,3.02,3.906,5.48,584.3443,-0.8467,4.996,-0.7813,4.7933,-6.6256,-6.6256,-6.7241,177.5844,4.7933,1,large
000021.SZ,深科技,元器件,21,深圳,19940202,20170331.0,20161231,0.1457,0.1457,10.2424,10.2424,0.461,0.7548,1.2022,118307410.17,96116132.58,854714801.52,1.1673,1.0035,0.9274,7.7974,1.6979,6.4762,1.1567,107412091.37,394934853.02,873256218.95,-690290190.4305,-4162349117.2105,2272537230.34,194211748.7,3953294149.71,518054355.05,4779104624.83,1041872085.84,1559926440.89,9250622570.65,2879126518.66,0.1457,3.5742,0.2423,1.9569,-0.8126,0.2684,-0.4692,-2.8291,1.4848,5.6719,94.3281,3.8782,1.4848,0.2611,3.3037,0.3133,0.7417,99.2872,2.2484,2.6208,4.0989,4.07,1.8374,3.0316,1.7175,2.1629,4.0989,3.0316,54.7908,2.2119,2.4903,62.025,37.975,40.7865,42.7354,56.8454,96.9749,3.0251,0.0573,1.2119,0.8191,1.3302,0.7444,1.2089,9.2251,0.0555,69.6157,1.7175,1.6459,2882901803.19,2.4779,0.2555,101.4839,-1.6767,-0.3215,-0.7053,6.6657,18.6482,18.6482,-27.3245,71.3896,34.5831,18.6888,-46.01,-27.3054,17.4551,1.0517,-18.2747,1.0504,-1.905,-1.905,8.4332,-164.6581,1.0504,1,large
