ts_code,name,industry,symbol,area,list_date,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy,update_flag,size_class
301029.SZ,怡合达,专用机械,301029,广东,20210723,20201103.0,20171231,0.22,0.22,6.2684,6.2684,1.8821,0.1067,0.8797,4543000.0,59278100.0,159738195.46,2.5213,1.4495,1.43,5.6019,1.1485,12.2224,1.0329,68173508.21,74919077.4,77706422.7,,,118017736.53,2140970.84,11863578.0,-97970875.27,228146597.0,197589458.91,99618583.64,243976309.73,59184175.11,1.0637,3.8685,0.2,0.9864,1.3183,1.2487,,,16.9689,42.4715,57.5285,22.9223,16.9689,8.4693,14.059,0.3939,0.9044,81.8739,18.8084,19.9196,27.4957,42.49,25.5385,20.5745,17.5268,26.1587,27.4957,20.5745,36.2564,1.5688,,89.9311,10.0689,62.6544,4.8626,95.1374,98.3783,1.6217,0.0921,0.5688,1.7581,19.5652,1.7281,19.2308,,0.0906,64.2639,17.5268,,30771968.84,19.5472,,,,,,,,,,,,,,,,,,,,,,,,1,small
301029.SZ,怡合达,专用机械,301029,广东,20210723,20210702.0,20181231,0.3,0.3,9.4751,9.4751,5.89,0.2455,2.1323,-1052816.2,98645258.91,266495392.04,4.3637,3.191,3.1767,6.1256,1.279,12.9393,1.1078,106885475.1,112402910.93,120070148.31,-71886200.1552,-81886200.1552,148824539.65,3848774.62,0.0,-310948578.19,574886569.24,500607983.77,189659405.58,611065022.79,156776617.82,1.4802,9.2678,0.3,2.3778,3.0135,1.7048,-1.0903,-1.2419,15.6216,42.6578,57.3422,23.7787,15.6216,10.1585,13.7357,-0.1155,1.0621,82.8909,18.1932,17.9923,23.1487,20.86,23.3984,19.9318,17.3056,22.6692,23.1487,19.9318,19.9903,1.2498,1.3376,85.0334,14.9666,75.2727,0.0,100.0,97.4791,2.5209,0.1313,0.2498,4.0024,,3.7655,,,0.128,216.4156,17.3056,17.3056,66277625.34,18.1179,,,,,,,36.3636,36.3636,50.0,60.6708,53.9588,52.9156,66.411,63.4212,-41.9151,139.5709,109.7404,163.2622,66.1041,66.1041,,,163.2622,1,small
301029.SZ,怡合达,专用机械,301029,广东,20210723,20210702.0,20191231,0.4,0.4,2.1139,2.1139,1.2613,0.0851,0.7512,13686300.09,130625192.76,325973560.33,5.9358,4.8841,4.5826,4.9288,0.8764,11.7763,0.7368,150241564.89,162544580.56,174445315.27,-43953430.3417,-43953430.3417,183177510.67,3485739.52,0.0,-636147509.45,1072147426.78,904125369.38,267977859.93,1115161461.64,301088110.67,0.4009,3.0977,0.2,0.8364,0.9101,0.4515,-0.1221,-0.1221,18.9634,42.8349,57.1651,20.7745,18.9634,8.3788,12.8349,-0.4392,-0.0938,80.2574,21.9127,21.3593,16.7199,15.63,15.1342,15.7385,13.9731,16.3742,16.7199,15.7385,14.3386,1.1674,1.1966,83.5215,16.4785,82.3573,0.0,100.0,98.1326,1.8674,0.3905,0.1674,5.9742,,5.7438,,,0.3832,224.9645,13.9731,13.9731,159529240.68,21.8102,,,,,,,33.3333,33.3333,-33.3333,46.717,46.6378,47.8716,32.42,265.9477,-18.9721,-66.5757,70.4543,82.4947,21.813,21.813,,,82.4947,1,small
301029.SZ,怡合达,专用机械,301029,广东,20210723,20210702.0,20201231,0.75,0.75,3.3602,3.3602,1.2613,0.1607,1.3494,10811670.28,260538982.85,530451231.93,3.9891,3.2073,2.8784,5.9308,1.0555,19.6085,0.8153,300973014.08,307919698.77,320636477.9,-51529629.7869,-51529629.7869,302058173.09,5872508.99,0.0,-581410664.12,1316423114.25,902870158.55,321459494.43,1357712114.77,543638763.8,0.7538,3.7714,0.68,1.5101,-0.152,0.8553,-0.1431,-0.1431,22.4316,43.8505,56.1495,17.6001,22.4316,7.2638,10.6184,-0.2821,-0.1996,75.1196,25.8144,25.4546,21.9462,22.07,21.0718,20.753,18.2884,21.5872,21.9462,20.753,18.4872,1.2268,1.2,72.3401,27.6599,79.0339,0.0,100.0,98.0929,1.9071,0.8164,0.2268,4.4091,,4.2751,,,0.8008,177.0694,18.2884,18.2884,396124047.32,25.8779,6.7951,75.4016,6.3023,,5.1372,30.742,87.5,87.5,240.0,87.2629,88.6053,88.0312,99.46,244.7459,54.4401,21.7484,27.9468,21.7503,58.9592,58.9592,,29.5948,21.7503,1,small
301029.SZ,怡合达,专用机械,301029,广东,20210723,20220426.0,20211231,1.06,1.06,4.5069,4.5069,2.296,0.2495,2.1111,7212604.93,393433962.73,749466454.59,4.0813,3.3052,3.1109,5.8963,1.1029,5.1,0.8119,456086267.62,456038885.88,475173622.41,-304383077.4747,-304383077.4747,505572193.53,6496930.81,354964.44,-743723523.29,2215666177.4,1558433083.17,814552397.25,2263054098.76,944285331.46,1.0016,5.6566,0.5832,2.3607,0.4067,1.1401,-0.7609,-0.7609,22.2233,41.5719,58.4281,14.7584,22.2233,4.8902,10.2368,-0.3687,-0.1543,74.7015,25.7195,25.2959,22.1327,22.66,21.7342,20.5387,18.044,21.7694,22.1327,20.5387,18.4649,1.2265,1.2266,74.3824,25.6176,79.8403,0.0157,99.9843,98.7014,1.2986,0.4613,0.2265,4.4157,6374.4389,4.3239,6241.9384,,0.4553,171.3899,18.044,18.044,647057494.5,25.7155,0.2476,77.4805,4.2366,4.0819,3.521,45.4212,41.3333,41.3333,-14.2353,48.4851,48.0974,47.649,51.01,-5.3918,-11.4045,49.9867,66.6097,66.6553,49.0328,49.0328,24.5653,-12.949,66.6553,0,small
301029.SZ,怡合达,专用机械,301029,广东,20210723,20230331.0,20221231,1.06,1.06,5.2223,5.2223,1.8744,0.3096,2.4536,16817114.73,489584198.42,982755981.29,3.5351,2.717,2.6176,4.2375,1.0771,3.77,0.8111,562657676.14,565000577.13,619000228.69,450908085.5598,450908085.5598,731139428.31,7783504.26,20945300.48,-1094526391.44,2598536903.87,1868475612.89,758915422.85,2687048411.45,1330683644.61,1.0516,5.5364,0.5285,2.7633,0.7712,1.1733,0.9364,0.9364,20.1367,39.0786,60.9214,15.316,20.1367,4.8064,11.0999,-0.5904,-0.0901,77.6263,23.0006,22.4668,20.5487,20.51,19.8663,18.2226,16.3326,19.9977,20.5487,18.2226,22.1796,1.285,1.2581,76.0522,23.9478,75.8482,0.7795,99.2205,96.9972,3.0028,0.3453,0.285,3.5086,127.2888,3.4197,124.063,,0.335,202.8881,16.3326,16.3326,687729051.01,22.9865,6.3341,86.2547,3.4097,3.3053,2.6824,32.9238,19.1011,19.1011,-9.3793,24.7475,24.6903,26.396,24.44,9.0971,7.2712,-2.125,23.4529,17.8284,39.4937,39.4937,43.922,-46.9858,17.8284,1,small
301029.SZ,怡合达,专用机械,301029,广东,20210723,20240423.0,20231231,0.95,0.95,4.9871,4.9871,1.3779,0.3309,2.6662,5466246.31,540065649.13,1093515193.68,4.732,3.8905,3.4496,3.5459,1.0968,4.1674,0.8146,606382371.31,614815981.72,686657086.64,157371287.8052,157371287.8052,551075981.15,6086030.05,18807536.57,-1093608440.96,2906214813.4,2089166106.61,985469881.39,3091766025.28,1731748260.05,0.9442,5.3184,0.6515,2.9972,-0.0253,1.0641,0.2724,0.2724,18.9323,37.9496,62.0504,15.8286,18.9323,4.9722,11.0339,-0.1775,-0.2929,78.956,21.4406,21.3367,19.0112,19.16,18.8207,17.3802,15.4216,18.7046,19.0112,17.3802,15.7846,1.1874,1.2328,72.5956,27.4044,79.6457,0.6083,99.3917,97.1919,2.8081,0.6724,0.1874,5.3353,163.3897,5.0458,154.5239,,0.6535,209.9366,15.4216,15.4216,795657980.87,21.5373,6.1662,86.8444,3.1004,2.9771,2.5886,30.28,4.3956,4.3956,23.2734,6.8089,7.3568,7.7272,10.31,47.8841,-6.5357,-3.9376,6.5078,15.2603,14.5805,14.5805,-0.5427,-18.0397,15.2603,1,small
301029.SZ,怡合达,专用机械,301029,广东,20210723,20250429.0,20241231,0.69,0.69,3.949,3.949,2.4778,0.3408,2.6643,6087140.54,398309130.83,882961480.99,6.2896,5.4362,5.3254,3.166,0.8231,3.7058,0.6021,433748778.07,424326919.18,496473661.36,364325500.6679,364325500.6679,543384823.26,8582901.78,6504698.45,-1826306751.47,3949910647.47,2890392007.35,1060626992.75,4117961534.27,1905815415.42,0.6376,6.4829,1.1488,3.0051,1.142,0.6691,0.5745,0.5745,16.1471,35.2556,64.7444,16.6192,16.1471,5.4699,12.4098,-1.2605,-0.2345,82.6809,18.1828,16.9429,11.2576,12.31,11.0881,10.2016,9.7224,10.432,11.2576,10.2016,11.9589,1.1358,1.1579,73.5948,26.4052,84.5818,0.158,99.842,97.8439,2.1561,1.3333,0.1358,7.362,632.0749,7.0727,607.2396,,1.3046,218.0378,9.7224,9.7224,1038401023.28,18.2195,5.668,87.8262,2.0912,2.0507,1.817,18.3467,-27.3684,-27.3684,76.3315,-26.2912,-26.4739,-25.8712,-26.25,93.5603,-44.5951,21.8957,27.9809,33.7947,-13.0847,-13.0847,-4.5203,-31.2125,33.7947,1,small
301031.SZ,中熔电气,电气设备,301031,陕西,20210715,20161001.0,20151231,1.36,1.36,9.675,9.675,,0.4651,4.1857,21072.33,7898100.0,22399888.36,2.6404,1.8513,1.784,2.8009,1.2785,28.5153,1.211,9339864.31,9475650.12,10074809.21,392518.7485,392518.7485,18125785.51,,0.0,-6822509.55,32342370.93,29734310.89,22911801.34,32802488.39,26997488.39,1.3642,5.6507,1.63,4.6507,0.8136,1.6323,0.0676,0.0676,14.1002,39.8836,60.1164,22.0477,14.1002,8.8584,12.9983,0.191,0.3225,83.3701,16.6499,16.8716,27.456,27.46,27.3831,20.4321,17.0758,27.7481,27.456,20.4321,35.5908,1.5526,1.6079,93.9755,6.0245,63.5057,0.0,100.0,100.0,,0.5234,0.5526,1.8097,,1.7843,,,0.5234,275.337,17.0758,17.0758,2608060.04,16.6941,,,,,,,41.6667,41.6667,171.6667,43.9555,40.6889,41.4226,44.7466,170.9221,7.2805,31.8255,21.7666,31.825,17.3076,17.3076,,,31.825,1,small
301031.SZ,中熔电气,电气设备,301031,陕西,20210715,20170415.0,20161231,1.11,1.11,6.6264,6.6264,2.0825,0.1032,0.9228,505181.11,12327815.03,35333829.07,2.5721,1.6697,1.6384,2.8375,1.2817,26.2544,1.2119,14275506.77,14839613.25,15633592.52,998086.1311,998086.1311,27625024.87,,0.0,-9502709.39,46844866.71,43428227.43,33925518.04,47204365.86,11799013.35,1.1159,4.1085,0.1988,1.026,0.2331,1.2904,0.0868,0.0868,16.7832,46.3677,53.6323,25.7662,16.7832,11.2305,14.5607,-0.025,1.0255,81.2666,18.7334,19.4737,32.0623,30.43,30.8001,23.6003,20.3397,31.9057,32.0623,23.6003,36.9173,1.5852,1.571,94.9537,5.0463,62.6022,0.0,100.0924,100.0,,0.0827,0.5852,1.7103,,1.6957,,,0.0827,299.6584,20.3397,20.4091,3196948.61,19.5133,,,,,,,26.1364,26.1364,-87.8037,52.6607,58.596,62.0507,56.0858,-75.9025,12.5056,-27.2922,46.9309,44.0378,35.6824,35.6824,,,44.0378,1,small
301031.SZ,中熔电气,电气设备,301031,陕西,20210715,20201113.0,20171231,0.365,0.365,5.874,5.874,1.558,0.1255,0.581,-10765041.13,26714622.26,66262111.99,1.8761,1.4414,1.4309,3.0339,1.3084,24.7528,1.2115,17965332.2,19783538.01,21393203.18,-23416324.5278,-11416324.5278,60203799.04,,12000000.0,133608.89,72259788.58,63254645.47,63388254.36,87990100.73,16248594.48,0.6935,3.2645,-0.03,0.7065,0.0651,0.8602,-1.0181,-0.4964,11.3994,49.0461,50.9539,33.1937,11.3994,10.2736,22.4084,0.5118,1.3685,86.7024,13.2976,14.6434,26.0762,27.02,43.6761,17.7412,13.8109,23.3746,26.0762,17.7412,48.7225,1.9502,1.8231,91.4062,8.5938,48.7603,13.6379,85.3307,100.0,,-0.0105,0.9502,1.0399,6.2569,1.0008,6.0216,540.8307,-0.0105,265.9045,13.8109,14.3031,9436460.06,14.2729,,,,,,,-37.069,-37.069,-115.0905,25.8472,29.6782,24.2857,116.702,-133.0162,-21.7894,-20.5428,98.0424,58.9117,77.2907,77.2907,,,58.9117,1,small
301031.SZ,中熔电气,电气设备,301031,陕西,20210715,20210702.0,20181231,0.72,0.72,3.6125,3.6125,0.82,0.1403,0.4827,1720018.27,29958634.99,74356478.27,2.1393,1.7762,1.7594,2.5137,1.0478,14.3309,0.9449,33377959.49,35984799.34,38798598.26,3342699.8451,-3657300.1549,72531752.96,703546.68,5000000.0,-3132042.97,104018193.92,88330502.23,85198459.26,112704263.26,27227247.74,0.7249,2.443,0.21,0.623,-0.1224,0.8235,0.0765,-0.0837,19.7724,47.1005,52.8995,24.1614,19.7724,9.0832,14.7175,0.3607,0.6572,78.857,21.143,22.7943,34.8416,34.84,32.9499,21.5392,18.6836,31.6178,34.8416,21.5392,42.0757,1.7264,1.8375,89.2022,10.7978,55.9419,4.4364,94.7269,99.1007,0.8993,0.1205,0.7264,1.3646,21.3522,1.3296,20.8036,,0.1194,271.5254,18.6836,18.9617,17120019.24,22.4255,,,,,,,2.8571,2.8571,800.0,84.0943,82.0323,96.8802,12.14,1337.6743,38.7206,-25.1647,25.3514,41.9257,16.4501,16.4501,,,41.9257,1,small
301031.SZ,中熔电气,电气设备,301031,陕西,20210715,20210702.0,20191231,0.78,0.78,3.8467,3.8467,1.7326,0.2003,0.9155,2016526.48,35674286.19,85830023.15,2.6553,2.2741,2.0517,2.4725,0.8988,13.6232,0.8041,39897972.15,42022807.7,46013485.35,760356.2682,-4239643.7318,97768239.94,607917.08,0.0,-31135049.56,187973542.27,161839120.39,130704070.83,191295771.35,55463775.01,0.7583,3.8484,0.59,1.1158,0.357,0.8454,0.0153,-0.0853,19.5734,44.8874,55.1126,21.7732,19.5734,7.7757,14.0888,-0.0913,-0.3292,79.1342,20.899,21.9771,25.291,23.42,23.9379,17.6711,15.7383,24.4786,25.291,17.6711,33.9612,1.5143,1.5957,89.6212,10.3788,64.8919,0.0,100.0,99.382,0.618,0.3017,0.5143,1.9445,,1.9108,,,0.2998,257.3438,15.7383,15.8494,24761935.56,22.1065,,,,,,,8.3333,8.3333,180.9524,19.7236,19.3992,18.9786,19.08,215.7728,-33.5986,57.5276,55.7882,79.181,21.1217,21.1217,,,79.181,1,small
301031.SZ,中熔电气,电气设备,301031,陕西,20210715,20210702.0,20201231,1.11,1.11,4.5513,4.5513,1.7326,0.3091,1.9209,8622475.13,46762780.81,102227199.83,2.4672,2.0731,2.0044,2.1651,0.7892,11.6133,0.6814,53826371.44,62801287.5,67456158.4,-461717.3697,-461717.3697,127141097.2,511255.57,0.0,-29466313.78,231585112.46,186541208.49,157074894.71,246681027.29,110849030.95,1.1142,4.9627,0.45,2.23,-0.0469,1.2634,-0.0093,-0.0093,24.4815,45.1868,54.8132,18.5498,24.4815,6.9485,11.8272,-0.2259,-0.4037,76.2075,24.2037,27.7596,25.2914,25.29,21.354,18.9159,16.6822,24.8957,25.2914,18.9159,34.1012,1.5175,1.5161,83.7976,16.2024,61.866,0.0,100.0,99.5995,0.4005,0.1774,0.5175,1.9324,,1.8142,,,0.1766,293.1151,16.6822,16.6822,39316057.08,28.2008,5.9202,76.6808,6.4991,,4.2828,-5.8585,42.3077,42.3077,-23.7288,37.0244,50.932,46.9463,31.08,-23.5522,13.9537,28.9549,29.2267,28.9527,18.3151,18.3151,,1.5226,28.9527,1,small
301031.SZ,中熔电气,电气设备,301031,陕西,20210715,20220425.0,20211231,1.36,1.36,5.8077,5.8077,7.0271,0.3523,2.5345,12773605.95,67703131.68,156425588.66,3.1219,2.6616,1.9173,2.7142,0.6996,13.1469,0.5701,76825167.57,89657032.19,100211536.58,-362445068.7188,-362445068.7188,250293467.68,567293.67,1711085.27,-76768446.32,707161528.71,534667699.94,457875141.42,725052507.13,191325768.58,1.2142,10.9138,0.3783,2.8867,0.6415,1.3528,-5.4686,-5.4686,20.9076,40.6388,59.3612,19.1946,20.9076,5.753,13.579,-0.1373,-0.5428,80.0411,20.8363,23.2926,16.5928,15.54,13.9591,13.2801,11.9203,16.3904,16.5928,13.2801,25.8806,1.3492,1.392,80.6064,19.3936,72.4615,0.236,99.764,99.7658,0.2342,0.0995,0.3492,2.8639,422.7384,2.7998,413.2825,,0.0993,263.4783,11.9203,11.9203,160716282.51,23.5386,3.2156,82.8404,3.4279,2.6203,2.5745,1.7944,22.5225,22.5225,-15.9333,46.4706,42.0135,45.3035,44.78,11.1747,-50.4472,119.9166,160.707,193.2295,70.1419,70.1419,54.1772,29.7122,193.2295,0,small
301031.SZ,中熔电气,电气设备,301031,陕西,20210715,20230426.0,20221231,2.3206,2.3206,11.3855,11.3855,7.0271,0.5,4.1073,6471013.92,147331064.66,316400789.6,1.9808,1.5278,1.3354,3.2149,0.8491,5.24,0.6446,166630515.38,173437682.55,186642017.24,-32353864.4363,2746286.9737,489573270.82,1796556.5,36542015.72,-93797194.95,805987983.36,490614073.3,370945216.85,873919059.96,305361390.96,2.3206,12.6344,0.5723,4.6073,0.4947,2.6168,-0.4882,0.0414,20.3819,41.9296,58.0704,17.3951,20.3819,4.5087,13.0502,-0.1638,-0.6926,77.918,22.8376,22.9841,19.7091,19.79,18.8799,14.8161,13.1387,19.1488,19.7091,14.8161,38.6667,1.6304,1.5001,72.5749,27.4251,59.0342,4.1814,95.8186,94.7589,5.2411,0.0758,0.6304,1.5862,22.9155,1.5267,22.0565,,0.0718,252.7025,13.1387,13.1387,311840998.38,23.0907,2.8082,74.8109,7.3077,7.2649,4.5918,4.4251,109.0631,109.0631,51.2821,114.8716,92.3124,91.1137,117.61,51.294,65.0875,15.7654,39.8986,15.7651,96.0424,96.0424,126.8622,128.0104,15.7651,1,small
301031.SZ,中熔电气,电气设备,301031,陕西,20210715,20240424.0,20231231,1.77,1.69,15.9867,15.9867,8.1178,0.5,5.2724,2532036.63,114451914.07,433199165.41,1.6297,1.302,1.297,2.8198,0.9974,3.4071,0.6951,128713364.01,140825917.22,169766860.85,-79886297.9198,68342064.7702,511246754.71,1734014.48,184723166.01,-31391777.65,922541366.78,438093290.5,406443417.27,1170245386.17,382578885.46,1.7651,14.8697,1.278,5.7724,0.7761,2.1248,-1.2053,1.0312,11.0408,40.885,59.115,26.5621,11.0408,6.9676,19.1796,0.4149,-0.3527,87.8521,12.6474,13.291,12.8349,12.87,12.5571,9.239,7.6748,11.8276,12.8349,9.239,41.4504,1.708,1.6723,67.359,32.641,54.8079,15.785,84.215,99.7145,0.2855,0.1218,0.708,1.4125,5.3351,1.3223,4.9942,,0.1214,258.3117,7.6748,7.6748,437988787.14,12.8619,7.2083,90.0784,3.2774,3.1674,1.9325,29.0435,-23.7069,-27.1552,123.3095,-22.2399,-21.788,-23.9386,-22.32,123.3291,-35.3723,17.6922,23.2872,17.6916,40.413,40.413,11.4289,1.0429,17.6916,1,small
301031.SZ,中熔电气,电气设备,301031,陕西,20210715,20250421.0,20241231,2.83,2.69,21.4391,21.4391,8.9661,0.5,7.3929,3055462.47,183883791.96,564714251.83,1.6454,1.4065,1.4007,2.7004,1.0499,3.5904,0.7245,208055217.95,224215060.8,274980539.49,-51187914.2344,112330981.9056,718404124.99,2276257.22,358473023.16,70293969.8,1065960648.65,616989264.63,566312588.31,1518478568.87,523123999.78,2.8206,17.5023,1.8441,7.8929,0.9317,3.383,-0.7723,1.6949,13.1561,39.7427,60.2573,22.4719,13.1561,5.7809,16.1785,0.5125,-0.9833,85.3578,15.3215,15.7795,17.4259,17.52,17.1411,11.4326,9.5319,14.3223,17.4259,11.4326,48.1946,1.9303,1.8282,70.2449,29.7551,47.6054,23.6074,76.3926,88.5793,11.4207,0.1279,0.9303,1.0749,3.236,0.9878,2.9736,15.1643,0.1133,229.2599,9.5319,9.5319,521786588.74,15.3202,5.2788,82.7606,5.9621,5.8527,3.2114,8.8008,59.887,59.1716,44.2958,62.4615,59.7382,59.7991,60.66,44.2889,35.7627,17.7045,33.0278,17.7047,34.106,34.106,50.7998,41.3207,17.7047,1,small
301033.SZ,迈普医学,医疗保健,301033,广东,20210726,20201103.0,20171231,-0.46,-0.46,1.2463,1.2463,3.1721,,-1.5697,-2566555.34,-16778600.0,45221416.0,3.8035,3.5172,2.5582,5.6452,0.7068,2.6922,0.3773,-46084621.17,-20165336.44,-16448330.28,,,20061088.45,6315915.91,0.0,-40388766.77,68463238.93,56241572.38,15852805.61,116567037.36,-67921050.92,-0.4471,2.6024,0.13,-1.5697,0.6772,-0.466,,,-35.9648,83.8554,16.1446,167.287,-35.9648,58.5838,108.4973,0.2059,0.5311,185.4561,-45.4476,-37.3932,-17.1794,-23.32,-14.9001,-14.1072,-13.5683,-16.5958,-17.1794,-14.1072,18.4527,1.2263,,53.3794,46.6206,47.8951,0.0,96.6028,76.0552,23.9448,0.2812,0.2263,4.2691,,2.5956,,,0.2139,63.771,-13.5683,,22152909.86,-37.3594,,,,,,,,,,,,,,,,,,,,,,,,1,micro
301033.SZ,迈普医学,医疗保健,301033,广东,20210726,20210705.0,20181231,-0.41,-0.41,1.7308,1.7308,5.244,,-0.7675,-15643761.75,-2948900.0,70709664.09,11.0782,10.6072,4.8932,11.8383,0.5829,4.118,0.3875,-30897132.08,-19721167.77,-14916958.66,-129833448.23,-129833448.23,19671639.79,4735090.33,0.0,-89422738.8,217424094.45,198254066.32,108831327.52,275204273.97,-38027004.94,-0.3753,5.4766,0.12,-0.7675,0.9896,-0.398,-2.6204,-2.6204,-21.8457,82.4559,17.5441,116.9337,-21.8457,42.13,74.8892,-0.0855,0.1072,136.0297,-22.4647,-22.9972,-9.6848,-13.06,-1.5361,-8.9124,-8.4661,-10.0677,-9.6848,-8.9124,8.1461,1.0887,1.1526,72.7362,27.2638,72.5688,0.0,98.5987,80.5992,19.4008,0.2929,0.0887,11.1177,,8.9084,,,0.236,209.9968,-8.4661,-8.4024,24180697.84,-22.9134,,,,,,,10.8696,10.8696,-7.6923,21.3978,2.4714,3.8899,82.4246,2.1265,60.1151,110.4442,109.6002,140.9686,59.0172,59.0172,,,140.9686,1,micro
301033.SZ,迈普医学,医疗保健,301033,广东,20210726,20210705.0,20191231,0.56,0.56,2.2855,2.2855,5.244,0.0069,-0.2157,16362249.87,11318100.0,96900945.73,6.7273,6.2463,5.636,24.5329,0.5138,5.0062,0.3541,12022341.18,30985220.27,36995708.97,-60953053.6439,-60953053.6439,33130973.38,4140423.49,0.0,-28394027.82,231147099.31,189750534.91,161356507.09,302782751.96,-10346613.42,0.5587,6.0352,0.63,-0.2088,-1.2355,0.6254,-1.2302,-1.2302,24.354,85.5713,14.4287,73.7728,24.354,42.1825,31.577,0.0133,-0.0297,89.3833,27.484,27.3624,9.706,9.71,3.9686,9.688,8.6228,9.5197,9.706,9.688,10.9604,1.1231,1.1215,65.5429,34.4571,67.9736,0.0,98.76,88.8912,11.1088,0.9439,0.1231,8.023,,6.2017,,,0.839,292.2806,8.6228,8.6547,48744082.96,27.4293,,,,,,,236.5854,236.5854,425.0,261.5555,258.0771,248.8779,483.8075,442.8201,235.0966,10.1998,13.4986,10.2011,32.0513,32.0513,,,10.2011,1,micro
301033.SZ,迈普医学,医疗保健,301033,广东,20210726,20210705.0,20201231,0.75,0.75,2.4928,2.4928,5.244,0.068,0.4693,14734875.28,22232900.0,103108328.74,4.4913,4.1973,3.9122,20.5129,0.5196,5.5824,0.3135,25418369.42,42854537.42,49280533.19,-49021850.6778,-1574321.8578,56233400.73,4563290.33,47503308.14,35812280.22,259253310.23,196326033.09,184635005.17,387142968.76,26621201.8,0.7461,6.7813,0.68,0.5373,-0.3371,0.8649,-0.9894,-0.0318,29.8408,83.4805,16.5195,61.6209,29.8408,32.4854,28.9724,0.1631,-0.3363,79.4203,32.0315,34.6967,11.643,11.64,7.0022,10.8769,9.3546,10.647,11.643,10.8769,24.1774,1.3189,1.2409,56.3825,43.6175,57.8768,12.2702,86.7886,51.9237,48.0763,0.603,0.3189,3.1025,7.0731,2.3938,5.4576,7.2392,0.3131,303.9689,9.3546,9.3828,117982457.8,34.8182,35.3137,81.5577,4.2035,2.0268,3.3152,58.3834,33.9286,33.9286,7.9365,27.1176,38.4521,33.5524,96.44,8.43,18.8583,12.3625,31.726,12.3627,9.0709,9.0709,,39.2191,12.3627,1,micro
301033.SZ,迈普医学,医疗保健,301033,广东,20210726,20220421.0,20211231,0.79,0.79,2.3279,2.3279,6.6026,0.1033,0.9531,21398975.7,23334854.87,126697582.6,7.699,7.3082,7.2468,23.5425,0.4593,7.228,0.2575,26304192.44,51700086.17,61345669.25,-278716984.8373,-224599178.8373,51777335.25,8440150.77,110698646.72,100346770.86,486195553.78,362961162.75,355012971.73,686352230.42,69790116.06,0.6771,8.659,1.0068,1.0564,-0.0204,0.7826,-4.219,-3.3998,29.0673,82.3858,17.6142,64.7407,29.0673,31.5986,32.6983,0.4437,-0.1311,82.8956,28.4252,33.6183,9.8529,10.23,5.1396,8.6563,7.4845,8.3444,9.8529,8.6563,22.8935,1.2969,1.3155,55.8745,44.1255,65.1239,16.1285,83.3453,31.7004,68.2996,1.2276,0.2969,3.3469,5.1676,2.8446,4.3921,4.8452,0.3891,265.8657,7.4845,7.4899,223870985.3,33.5531,38.4038,98.1728,2.2426,0.2515,1.7276,69.8785,5.3333,5.3333,48.0588,10.493,19.987,21.0075,4.96,96.1461,-28.9248,27.6894,66.6675,70.2528,24.5109,24.5109,20.4086,-8.2576,70.2528,0,micro
